text,label
এই বাল লীগ বন্ধ হউক,2
"এই মানুষগুলো আজ বঞ্চিত, তোমরা এখন ভাগবাটোয়ারাতে ব্যস্ত",1
বাংলাদেশ পুলিশ গুলো হল ইন্ডিয়ান দালাল এবং হারামি বাংলাদেশ পুলিশ গুলো হল নাস্তিক,1
ভারত ছিলো বলেই বাংলাদেশ স্বাধীন হয়েছে নাহলে এখনো তোরা জিন্নাহ এর বারি খেতিস,1
এই কুওার ফাঁশি চাই,2
পিছু পিছু ধেয়ে আসা হাজারো নেড়ি কুত্তার ভিড়ে নিঃসঙ্গ সিংহী একাই একশো! বিবিসিকে ধন্যবাদ,0
খুবই দুঃখজনক এই ঈদে ব্যাবসায়ীরা অনেক ক্ষতিগ্ৰস্ত হবেন,0
ভাই স্লোগান দেয়া নিয়ে আমি কিছু বলছি না কিন্তু ওকে উদ্দেশ্য করে স্লোগান কেন দিবে? আর এর পরে এভাবে আক্রমণাত্মক ভঙ্গিতে এতগুলো লোক একজন লোকের দিকে এগিয়ে আসা কি আপনার কাছে খারাপ কিছু মনে হয় না? এটা তো কাপুরুষোচিত কাজ,0
যদিও আমি ব্যবসায়ীর পক্ষে বা বিপক্ষে না কিন্তু যে মারা গেসে সে ঢাকা কলেজের সামনে মারা গেসে ছাদের থেকে ইট মারা হচ্ছিলো,0
ইন্টারনেট বন্ধ করে দিয়ে দেশের খেলাটা বন্ধ করে দিল,0
এইটা সন্দেহ ছিল এই কাজ টা তাহলে সরকার করেছে হয়তোআমার কাছে মনে হচ্ছিল কেউ কোরআন কে ঐ খানে ষড়যন্ত্র করে রেখেছে যেটা বিএনপি তো ঘুমে ও চিন্তা করতে পারবেনাসুতরাং কে করতে পারে এ টা কিছু টা ক্লিয়ার হচ্ছে,0
"এটা গুজব নয় সত্য ঘটনা, আর আপনারা সাংবাদিক রা সাংবাদিকতা ভালো করে শিখেন এটা ইসলামের অবমাননা করা হচ্ছে",1
তোমরা এগিয়ে যাও মুসলিম ভাই বোনেরা তোমাদের জয় একদিন হবে ইনশাআল্লাহ,0
এই ভারত একদিন বিভক্ত হয়ে ধ্বংস হবে মুদি সরকার দেশ চালাতে আসে নাই এসেছে দেশে দাঙ্গা বাধাতে,1
"এই হিন্দু কুলাঙ্গার খানকির পোলা টোকাই টেরোরিষ্ট, কুত্তার বাচ্চা উস্কানি মূলক কথা বলছে, টেরোরিষ্ট হিন্দু খানকির পোলা কে আইনের আওতায় এনে ডিম থেরাপি দেয়া হোক, এই কুলাঙ্গার ভারতীয় দালাল",2
ছাত্রদের গুলি করার অধিকার তারা কিভাবে পায়?,0
"এই মালাউনের বাচ্চা জারজ মালাউন!!! তোরা যে বালের পূজা করিস, সেটা কী নিজেকে বাঁচাতে পারে!!! আমাদের কোরআন পারে, দেখ বাবরি মসজিদ ধ্বংসকারী ইসলাম গ্রহণ করে তা প্রমাণ করে দিয়েছে শয়তান পূজারী ধর্মের অনুসারী আবার এইসব বোঝবে কীভাবে!!!",1
উনাদের সমাবেশে পুলিশের ধাওয়াপাল্টাধাওয়া দেখা যায়নি কি বলবেন সাংবাদিক ভাই?,0
ঢাকা কলেজের নাম শুনলে মানুষ এগুলোই বলে ঢাকা কলেজ মানেই দৌড়াদুরী ইট মারা,1
আল্লাহ তুমি এই মালুয়ান জাতিকে ধ্বংস করে দাও আমিন,2
আসিফ মোহাম্মদ বৈষম্য করছে একে আইনের আওতায় আনা উচিত,2
সাংবাদিক তোর..চুশুধু হেফাজত নয় সারা দেশের মানুষ বিক্ষোভ করেছেন আর তোদের মত আরও যারা মালুরা আছে শুধু তাঁরাই নিন্দা জানিয়েছে,1
তোর দোস না সারজিস দোষ তোর মার বোদার কি জন্ম দিল তোরে,1
ভারত ভাগ হবে ইনশাআল্লাহ,2
মেহেদী হাসান রানা যে বোকাচোদা বোলার তা তম ওভার দেখলেই বোঝাযায়বার বার ওফ স্টাম্পের বাইরে বল করে ছয় খেয়েছে,1
াঘটনাটির সুষ্ঠু তদন্ত এবং দোষীদের আইনের আওতায় এনে দৃষ্টান্তমূলক কঠোর শাস্তির দাবি জানাচ্ছি,0
"ঠিক,,, ভোক্তা অধিকার আইনের কঠোর প্রয়োগ দরকার,,",0
জন্মদিনের শপথ হোক একটা প্রকৃত গনতন্ত্রীক বাংলাদেশ হবে সবার ভোটের অধিকার সবাই ফিরে পাবেনা হলে একদিন আসবে অবৈধ সরকারের আর ছাত্রলীগের প্রয়োজন ফূড়িয়ে যাবে প্রশাসন অবৈধ ক্ষমতার প্রধান ভূমিকা পালন করবে,0
পাথর মেরে মেরে ফেলা হওকযা দেখে এমন কাজ করার আগে কলিজা কাপে,2
সুস্থ সুন্দর সংস্কৃতির বিকাশে চেষ্টা করে যাচ্ছি !! আপনাদের সহযোগিতা চাই,0
এই দেশে কি সাম্প্রদায়িক হামলার বিচার কোনোদিন হয়েছে? দেখেও না দেখার ভান করা হলে আর কিভাবে হবে,0
ভাই তাকে ভিপি বানানো হইছে,0
নতুন বাংলাদেশ তোদের পাছার ভিতরে ঢুকিয়ে দিলাম,2
অন্য দেশের কথা কি বলবো যেখানে বাংলাদেশ একটি মুসলিম রাষ্ট্র হয়েও এখানের কতশত প্রতিষ্ঠানে হিজাব নিষিদ্ধ করা আছে দুঃখজনক,0
"শিক্ষা জাতির মেরুদন্ড, শুধু কথায় আছে, কাজে তাহা উলটো শিক্ষাথীদের নানাভাবে আপমান করা হয় এটি মেনে নেওয়া যায়না তাই সকল শিক্ষাথী এক হয়ে, এই দুশাসনের পতি রোধ করা উচিত",0
"অপরাধীদের যেমন শাস্তি হওয়া দরকার,,, ওই মেয়ের ফ্যামিলির সে পরিমাণ শাস্তি হওয়া দরকার",2
"আল্লাহহুয়াকবার,,ভারতের কুলাঙ্গারদের পাখা গজাইছে ওদের পাখা ভেঙ্গে দিতে হবে",2
অসংখ্য ধন্যবাদ যমুনা টেলিভিশনকে সত্যটা প্রকাশ করার জন্য,0
"ছাত্রদের আন্দোলন সঠিক,ব্যবসায়ীদেরকে কঠিন শাস্তি দেওয়া হোক,মারো আরো জোরে মারো ব্যবসায়ী মাগির পোলারা ডাকাত,মার আরো জোরে মার",2
শালা কাদিরা কোরান যে রাখছে সেটার কি কোন বিচার করবি না শালা যারা চরাও হইছে তারা কোরান এর জন হইছে তোর গো মত শুবিধার জন না তোরে আমি যদি পারতাম গুলি করে মারতাম,1
খুনি হাসিনার বিচার করা হবে,1
এই গল্প এখন আর চলবে না ভাই যে অপরাধ করে আর যে অপরাধীকে বাঁচায় তারা দুই জনই সমান অপরাধী পাচ ওয়াক্ত নামাজ কায়েম করলেই মুমিন হওয়া যায় না,0
নোবেল না দিলে বোমা মেরে উড়িয়ে দে,2
ছাতরো ভাই এগিয়ে জান আমরা আছি,0
তার নিঃশর্ত মুক্তি চাই,0
মন্ডপে কোরান পাওয়া গেছে বলছেন কেন কোরান কে অবমাননা করা হয়েছে এই টা বলেন সংবাদ সঠিক ভাবে উপস্থাপন করেন,1
ঢাকা নিউমার্কেট ব্যবসায়িকদের আচরণ খুব উগ্র আমিও একজন ভুক্তভোগী আমি সঠিক বিচার চাইব্যবসায়িক এরকম উগ্র মেজাজ যেন পরবর্তীতে না করে,0
"কিভাবে দেশের সেরা বিদ্যাপীঠ এর মেধাবীরা একজন ছাত্র হয়ে অন্য ছাত্রকে এইভাবে নির্মমভাবে মারে শুধুমাত্র বিরোধীদল হওয়ায়, ছি ছি, এরা নাকি ছাত্র সব গুলি গুন্ডা তারপর এই ক্ষোভে আবার ছাত্রদল ক্ষমতায় আসলে তারা আবার তাদের এইভাবে মারবে প্রতিশোধ নিতে দুইপক্ষের সহাবস্থান থাকলে কত ভাল হত",0
গজব পড়ছে,0
আল্লাহ তুমি সকল মুসলিম ভাই বোনদের হেফাজত করো এবং জালিমের হাত থেকে রক্ষা করো আমিন,0
মাশাআল্লাহ বোন তোমাকে অসংখ্য ধন্যবাদ ও সালাম এগিয়ে যাও পুরা মুসলিম উম্মাহ তোমার পাশে আছে ধর্ম নিয়ে বাড়াবাড়ি করা উচিত না যার ধর্ম সেই পালন করবে,0
"পর্দা করলেই কোন নারী সতী নয়, যদি সেই নারীর চরিত্র ভালো না হয় পর্দা করলেই কোন নারী সেইফ নয়, যদি পুরুষের দৃষ্টি ভদ্র ও অবনত না হয় ছেলে মেয়ে উভয়ের চলন সংযত না করতে পারলে পর্দার ভিতর ঢুকে গেলেও কোন লাভ নেই",0
আল্লাহ রক্ষা করো,0
জণগণ কে জিম্মি করে পেঁয়াজ ২৫০ টাকা বানিয়ে মানুষকে ধোঁকা দিল আমাদের আওয়ামী লীগ আগের মতো নেই মুদির কথা মত বাংলা দেশ চালাতে হবে কেন পাকিস্তানের সাতে যুদ্ধ বাংলা দেশের নাগরিক জনগন করছে মুদির কথা কেন শোনবো ইন্ডিয়া আমাদের দুষমন ভালো চায় না ইন্ডিয়া জনগন বাংলা দেশের পরিচয় এ চাকরি করতাছে আমাদের জনগণের চাকরির খবর নাই,0
"এই আলকোরান নিয়ে পুজামন্ডপের খেলা ঠিক যেন ভারতের বুদ্ধিতে ২১শে আগষ্ট বোমা হামলা, আগুন সন্ত্রাস, ও ভোট ডাকাতীর একই সুরে গাঁথা ভোট ডাকাতরা বাংলাদেশের মানুষ বোকা বানাতে চেষ্টা করছে.....",1
কঠিন দৃষ্টান্তমূলক শাস্তির জোর দাবি জানাচ্ছি,2
শালা ভট্টা তোরা খুন কোরলে চিনহিতো করা য়সাধ্য হয়ে জাই তাইনা,1
"বিচার চাই,",2
"দুর্নীতিবাজ সরকারের দুর্নীতিবাজ পুলিশ, টাকা পেয়ে থানায় বসে আছি, এদিকে রণক্ষেত্রে পরিণত হচ্ছে, দেশের শান্তিশৃঙ্খলা রক্ষা করার দায়িত্ব কে নেবে.. ..???",1
এই কুত্তার বাচ্চার বিচার কর আল্লাহ আল্লাহ ওকে জাহান্নামে নাও,2
এটা গুজব ছিল মনে হয়,0
এতোদিন এই ফুটেজ আটকে রেখে কেন হিন্দুদের উপর এতো নির্যাতন করলেন,0
সাংবাদিকতা ছেড়ে বৌকে ব্যাশা বানাই খা আর এই সব নোংরা কিটকে অন্তরের অন্তস্থল থেকে প্রচন্ড ঘৃণা করছি প্রতিবাদ যানাই এই দেশের আইন অবমাননা কারিদের,1
আল্লাহ তুমি মুসলিম ভাই বোন দের হেফাজতে রাখো,0
আগুন লাগিয়ে দাও ওদের অফিসে,2
ক্রিকেট ই নিষিদ্ধ করে দেওয়া হোক,2
রক্তের দাগ শুকিয়ে যাবে কিন্তু জুলাইয়ের স্মৃতি কখনো ভুলা যাবে না,0
জালিমের হাত ধ্বংস করে,2
আল্লাহ তুমি আমার মুসলিম ভাই বোনদের কে হেফাজতে রাখুন.!,0
বোনটিকে ধন্যবাদ,0
চ্যানেলে এত সুন্দর সুন্দর কমেন্ট করেছে চ্যানেল আলাকি বোঝেনা যে কোনটা ঠিক কোনটা অসঠিক,0
ভোট চোর ওবাইদুল কাদের এর দৃষ্টান্তমুলক শাস্তি চাই,1
কোনো কিছু খবর না জেনে হিন্দু ধর্ম মানুষের উপর হামলা করা এটা বাংলা দেশের মানুষ পারবে,0
আঃলীগের ঠাকুর বাবা আর পূজা কমিটির লোকদের রিমান্ডে নিলে আসল কথা বেরিয়ে আসবে সরকার সাধারণ মুসলমানদের গ্রেফতার করবে আর পুলিশ র্যাব মিডিয়া সামনে এসে সরকারের কবিতা পাঠ করবে এ করেছে সে করেছে,1
যে দেশে মানুষের ভোটাধিকার থাকেনা সে দেশে তো এমন অরাজকতা সৃষ্টি হয় সরকার ইচ্ছা করলে সব ই করতে পারে কিন্তুু করলে তো আর ক্ষমতায় থাকতে পারবে না ধিক্কার জানাই যারা এমন নিকৃষ্ট কাজ করেছে এদেশে কোনো ধর্মের মানুষ নিরাপদ নয় আওয়ামী লীগের আমলেই সংখ্যালগুরা সবচেয়ে বেশি নিপীড়িত,0
"কেমরা ম্যন কে অনেক ধন্যবাদ,",0
ভারতে যদি হিজাব পড়া বন্ধ করা হয় তাহলে বাংলাদেশে কিন্তু হিন্দু মেয়েদের স্কুলে হিজাব ও বোরখা পড়া বাধ্যতামুলক করতে হবে,2
আমি জানি বাংলা দেশটা জামদের হাতে সত্যকে ডেকে মিথ্যা কে জয় করে আর বালো মানুষকে কারো কাছে ভালো লাগেনা খারাপ মানুষের কদরের কমতি হয়না হারে দোনিয়া মানুষ ভড় হবার লোবে আললাহ কে ভুলে মানুষের গুলামি করে,0
গজব বাংগালির উপর ও পড়বআর তারাও একদিন ধংস হবে এই অপকর্মের জন্যইনশাআল্লাহ,2
",নিওজটা সুনে খুব খুব ভাল লাগ্লনমস্কার সবাইকে",0
নিরাপত্তা সবার,0
"মার অরে মার,, মারতে মারতে র ছাল তুইল্ল্যা ফ্যাল,,,",2
কে নিবে এই দায় কলেজ শিক্ষার্থীরা না ব্যবসায়ী? কিছু উগ্রবাদী অধিকার আদায়ের নামে আন্দোলন করে ভাঙচুর করে মাঝে নিরহ মানুষের প্রাণ যায় ধিক্কার জানাই এই আন্দোলনকারীদের,0
তাকে সেদিন গার তেকে মাতা আলাদা করা উচিত ছিল,2
এক পুলিশ আরেক পুলিশকে কি সুন্দর ভাবে চর মারছে লজ্জা থাকা উচিৎ,0
সকলের উচিত ভারতকে বয়কট করা,2
বিএনপি39র নাশকতার সময়ও মানুষ আল্লাহর কাছে ঠিক এভাবেই বিচার দিয়েছিল...,0
"এমনি হওয়া উচিত কারণ এমন ছেলে মেয়ের মা বাবা কোথায় থাকে , কোন খবর রাখেন তারা ১৫ বছর বয়সী আবার বয়ফ্রেন্ড আছে লজ্জা করে না এসব বলতে",1
ছাপড়ি সারাজীবন ছাপড়ি এ থাকে....,1
"বিজ্ঞানমনষ্ক লেখক মানে কি শুধুই ইসলাম বিরোধী! আরে ভাই,আমিও বিজ্ঞানের ছাত্রআপনাদের তথাকথিত সে বিজ্ঞান মনষ্ক ব্যক্তিবর্গকে সামনে এসে কথা বলতে বলেন আমার প্রশ্ন একটাইনাস্তিকতা আর ইসলাম বিরোধী কি আদৌ এক??? প্রশ্ন রইলো জনগণের কাছে,তথাকথিত সুশীল সমাজের কাছে ইসলাম শত্রুকে ছাড় দেয়,বিশ্বাসঘাতককে নয়",0
মূলত এটা একটা দাঙ্গা লাগছে রে ভাইধর্ম এই সব আমাদের শিক্ষা দেয় না মূলত মানুষরা উল্টো পাল্টা কাজ করে আর দোষ পরে ধর্মের,0
আমরা এটার তিব্র নিন্দা জানাচ্ছি,1
জ্বি ভাই সচোক্ষে দেখা,0
প্রোজনে পড়া শোনা বন্ধ করে দিবেনতবুও ইহুদীদের কাছে মাথানত করবেন না আল্লাহ্ মুসলিম নারীদের হেফাজত করুণ,0
এইসব নেতাদের ওপর গজব নাযিল হইবো না তর চৌদ্দগুষ্টির উপরে গজব নাযিল হইব,2
বাংলাদেশে কি মুসলিম নামের কুত্তা গুলো খুশি হচ্ছেএই ভিডিও দেখে,1
এই জানোয়ার টাকে যারা বাঁচানোর চেষ্টা করছেন তারা ও সমান অপরাধী বিষয় টি মাথায় রেখে বিবৃতি দিন,1
"অবৈধ এম,পি তোএদের থেকে ভাল কিছু আশা করা বোকামী",1
নারায়ণগঞ্জে চাঁদাবাজি বেড়ে যাবে,0
"আমরা কোনো ধর্মের মানুষের সাথে জুলুম করিনা,এটা আমাদের প্রিয় নবি হযরত মুহাম্মাদ সঃ থেকে আমরা শিক্ষা নিয়েছি,আমরা ওদের পোশাক নিয়েতো আর মুসলিমরা কিছুবলছেনা,তাহলে ওরা বলবে কেনো,আমরা জুলুম অত্যাচার করিনা তার জন্যই আমরা মুসলিম,যার ধর্মে যে পোশাক নিতীমালা রয়েছে সে সেই পোশাক পড়ে স্কুলে জাবে,তার পরেও কেনো বাধা আসবে,",0
"এত উগ্রতা ভাল লাগেনা আর,এতই যদি সমস্যা তাহলে বলেন সব মুসলিম,শিখ,বৌদ্ধ, খ্রিস্টান, ইহুদি সবাই বের হয়ে যাক ভারত থেকে,আপনারা সনাতনিরাই থাকেন শুধু? বিশ্বের বিভিন্ন দেশের স্কুল কলেজে হীজাব নিষিদ্ধ, কিন্তু সাথে সাথে ক্রুশ,ইহুদিদের টুপি,হিন্দুদের তীলক এগুলাও নিষিদ্ধ পারলে এরকম করেন,নাত যাকে তার ধর্ম অনুযায়ী থাকতে দেন",0
"অথচ আমাদের দেশের প্রতিষ্ঠান গুলোতে পুঁজা পালন করা হয় তারপর এদেশের হিন্দুসম্প্রদায়ের লোকেরা বলবে হিন্দু সম্প্রদায়ের ওপর অত্যাচার,অন্যায়,অবিচার আরও কত কিছু বলবে!আরে ভাই এদের দেখ এদের সাথে কিভাবে অত্যাচার করে",0
"হিজাব নারীর অধিকার,হিজাব নিয়ে কোনো দেশের আইন বিরুদ্ধ চলবেনা",0
হেলমেট বাহিনী তান্ডব চালিয়েছে,1
এদেশে থাকতে হলে যুদ্ধ করে থাকতে হবে,2
বাংলাদেশের নেতারাই বাটপার মেয়েটা কে ভোট দিতে দেয়া হলো না কেন,1
ভাই তুইত হাসিনার চেয়ে খারাপ,1
কুত্তা লিগের লোক জন দের মেরে ফেলো,2
"হিজাব পরাটা যে বিষয় নিয়ে ভারতের মুসলিম নারীদের অভিযোগ, তা আসলেই দুঃখ জনক",0
হিজাব নারীর সৌন্দর্য বাড়িয়ে দেয়,0
মাইর দেওয়া দরকার ছিল অসভ্য মহিলাকে,2
মাফ তোর মার ভুদার ভিতর ভরে দেবো,2
বাংলাদেশ থেকে আগে মুনাফিক পুলিশ সব কয়টাকে হাতুড়ি দিয়ে পিটিয়ে হত্যা করতে হবে আল্লাহ্ তুমি আমাদেরকে তৌফিক দাও আমীন সুম্মাআমিন,2
এই সরকারের আমলে নিরপেক্ষ নির্বাচন চাওয়া মানে হিজলার কাছে সন্তান চাওয়া এককি কথা,1
গ্রেফতার করলেই হবে না ফাঁসি চাই,2
কুকুরের বাচ্ছা,0
জালিমজাহান্নাম,1
আয় কয়দিন দেরি কর জুলাই পিছন দিয়ে ভরে দেওয়া হবে!,2
দালাল মিডিয়া আল্লাহর রাসুলের দুসমন,1
ধন্যবাদ তোমাদের,0
বাংলাদেশ মিডিয়া চোর সালারা প্রথম কোনো খবর দেয়নি কেনো এখন উপরে উপরে বাশি বাজায়,1
ভুয়া লীগের হাতে বন্দুক চাপাতি তারপরেও প্রশাসন দেখেও দেখছে না!! এটা কেমন বিচার?? এর জবাব চাই সাধারণ শিক্ষার্থীরা কি দোষ করেছে?? এর জন্য জবাব দিতে হবে ইনশাআল্লাহ,2
সবার সামনে গলা কাটা হোক,2
আল্লাহু এই জানোয়ারগুলার বিচার করুক,1
সাতটা জুতার বারি দেবরে ৭ টা স্যান্ডেল দিয়ে বেড়াতে বেড়াতে সেই স্যান্ডেল গুলো ছিল তাহলে এই সাতটা নোবেল পুরস্কার পাওয়া যাবে,2
"ভাই ঠিক বলেছেন,, ছাত্রদের পক্ষে পুলিশ না যাওয়া কারন আছে,,কারন শিক্ষাথীদের থেকে তো চাদা পায় না,,হকার,মার্কেট থেকে চাদা পাই,,তাই ছাত্রদের বিপক্ষে গিয়েছে",1
এরাই দেশ টারে হুগা মেরে দিছে,1
তুই যেমন তর চিন্তাভাবনা তেমন! সাকিবের বা লুর দাম ও হবি না,1
"আর যারা কোরআন কে অবমাননা করেছে ,,তাদের কি হবে",0
মনুষ্যত্ব হাড়িয়ে তারা অমানুষে রুপান্তরিত হয়েগেছে,1
ভাই ওরে এমনে বলে হবে না ওরে গোনো দুলাই দিতে হবে,2
এটা মুসলিমের দেশ কিসের বিচার,2
তামিম ভালোবাসার জায়গাটা নষ্ট করে দিছে ক্লাবের সিন্ডিকেট মানা হবে না,0
বিচার ঝেন কঠিন হয়ে,0
"একবারও বলিসনি কুরআন মূর্তির পায়ের কাছে রেখেছে,,,,,,,,এই রকম সাংবাদিকতা না করে রাতে ওভারব্রিজে থাকাও ভাল",1
আগে পুলিশকে মারা হউক তারপর দেশে শান্তি আসবে,2
ইসলামের বিপক্ষে কেউ কোনদিন যুদ্ধ করে ঠিকতে পারেনি ইনশাআল্লাহ ভারতও ঠান্ডা হয়ে যাবে শুধু সময়ের ব্যাপার ইনশাআল্লাহ,0
ল্যাংটা কুত্তা পোশাকের মর্যাদা বুঝবে কি করে,1
"আজকাল ভারত ধর্ম নিয়ে নিরপেক্ষ ভূমিকা রাখতে পারছে না এভাবে চলতে থাকলে ধর্মীয় অসহিষ্ণুতা আরো অনেক দূর গড়াবে ভারত ভৌগোলিক অবস্থান থেকে ইউরোপীয় দেশগুলোর মতো নয়, এবং ভারতের সংস্কৃতি ইউরোপ থেকে ভিন্ন তাই ভারতের হিজাব নিয়ে বিতর্ক সৃষ্টি করা স্পস্ট সাম্প্রতিক মনোভাবের পরিচায়ক",0
"ইসলাম শান্তির ধর্ম অনুগ্রহ করে অন্য ধর্মের ধর্মীয় অনুষ্ঠানে আঘাত করে নিজের ধর্মের বদনাম করবেননা যারা এমন কাজ করে নিরীহ মানুষের জান মালের ক্ষতি করেছে এবং করতে চাচ্ছে , তাদের বিরুদ্ধে তীব্রনিন্দা ও প্রতিবাদ জানাচ্ছি সঠিক বিচার নাই বলেই আজ দেশেই এই পরিস্থিতি আমাদের কলিজায় আঘাত করার সাহস কেমনে করলো",0
"এগটনায় যারা মারা গেছেন, বি বি সির উচিত ছিল তাদের পরিচয় তুলেদরা",0
আহ্বান না জানিয়ে ইউপিডিএফ কে ক্রসফায়ার আনার ব্যবস্থা করেন এরা দেশের নিরাপত্তার জন্য হুমকি সেনাবাহিনী এদের সাথে আলোচনায় আসা মানে সেনাবাহিনীর অক্ষমতা প্রকাশ করা,2
"এইরকম কাজ দাঙ্গা বাজদের বিভেদ সৃষ্টি করতে চায় এরা,এদের কোন জাত নেই এরা শয়তান,এদের থেকে দূরে থাকুন ধন্যবাদ সবাইকে ভালো থাকুন",1
একেও লাথি মারতে মারথে ছিন্নভিন্ন করা উচিৎ,2
অবিলম্বে বিচারের দাবি জানাচ্ছি,0
ক্যান রে জারজ??তোর বাপদের বিচার হলে কষ্ট হবে তোর??,1
আমি এই শয়তানের ফাঁশি চাই এরা বার বার আমাদের ইসলাম ধম কে ছোট করতাছে আর আমরা বোকার মতো মেনে নিয়েছি কেন আর না এর ফাঁশি চাই,2
হিচা মার শালার কপালে,2
"ডিজিটাল নাগরিক বন্ধুদের দৃষ্টি আকর্ষণ করছি, ডিজিটাল নাগরিক আন্দোলন চ্যানেলটি সার্চ করুন সাবস্ক্রাইব করুন শেয়ার করুন আমাদের বিষয় ডিজিটাল গবেষণা প্রকাশনা",0
মুসলিম এমন একটা জাতি যেকোনো গন্ডগোলের শুরুটাই ওরা করে আজকে ওদের বোরকা পড়ে স্কুলে আসতে গেলে কাল হিন্দুরা গেরুয়া পোশাক পড়ে আসবে তারপর কিছু কিছু ছেলে মেয়ে জিন্স প্যান্ট পড়ে স্কুলে যাবে এর পর ব্রা পেন্টি বিকিনী হয়েও যেতে পারবে হিসাব অনুযায়ী যেকোনো পোশাক পড়েই যাবার অধিকার তাদের থাকবে,1
"মৃত্যদন্ড চাই এই জানোয়ারের, একজনকে দিয়ে ১০জনের শিক্ষা হবে",2
"কুকের কুকুরই জন্ম দেয়, ছাগল ছাগলই জন্ম দেয়, অসভ্য বাবা মায়ের সন্তান অসভ্যই হয়, ভালো বাবা মায়ের সন্তান ভালোই হয়, এই জানোয়ারদের দিয়া বুঝা যায় এরা কেমন বাবা মার সন্তান, ছি ছি থু থু আল্লাহ তদেরকে বিনা হিসাবে জাহান্নামি বানাক, রমজান মাসের পবিত্রতা নষ্ট করছ,",1
"এই ইকবালের পিছনে কারা আছে, তাদের কেও গ্রেফতার করা হোক",0
সাব্বাশ বোন তোমাদের ধন্যবাদ,0
"হে অাল্লাহ অাপনি ভারতের সকল মুসলিম ভাই বোন দের কে রক্ষা করুন,, অামিন",0
ভাই তুই আগে তর মা বোনেরে নিয়া দেখ তুই পারছ কিনা,1
যারা মারা গেছে তাদের পরিবারের কথা ভাবুন এই সরকার যত দিন আছে দেশে ততদিনে এমন হতে থাকবেই শোনারবাংলায়,0
পবিত্র কোরআন মাজিদকে যারা অপমান করেছে তার শাস্তি চাইআমাদের মুসলমানদের কলিজায় আঘাত দিয়েছে,0
"আরএসএস শয়তানদের সুনীল চৌধুরীদের মতো দেশদ্রোহী আতংবাদি উগ্রপন্থী বেশ্বে ডাকাত ঘুষখোর মিডিয়াদের জন্য দেশটার আজ এই দুর্দশা,এরা মহাকালের ফলের মতো,শুধু পোশাক পরিবর্তন হয়েছে মনের ভিতরে নোংরা লোড করা,এরা সৃষ্টিজগতের মালিক আল্লাহ পাকের দুশমন ও মানবজাতির দুশমন",1
বাহ বাহ কি সুন্দর,0
ও আমার কলিজায় হাত দিয়েছে ওর কলিজা বাইরে এনে ফুটবল খেলতে হবে,2
জানি এই সরকারের আমলে আমরা বিচার পাবো না একদিন একদিন বিচার হবে তাঁদের,0
বি এন পির আন্দোলন কিংবা জনতার আন্দোলন হলে এতক্ষন লাগতো না,0
এই অপূর্ব বাল কে বাঁশ দেওয়া হোক,2
কুরআন শরিফকে অবমাননা করলেই হয়ে যায় রাজনীতি ষড়যন্ত্র আর শেখ মুজিবুরকে কেউ গালি দিলে হয়ে যায় স্বাধীনতার শতরু এদেশের রাজনীতির নেতারা ইসলামের শতরু বেয়াদব আল্লাহ তাদের শেষ করে দাও যারা তোমার কুরআনের শতরু ইসলামের শতরু,2
"আল্লাহ যখন ধরবে,,,,,,,,,,,বিচার সবাই দেখতে পাবে",0
অপরুপালের ফাঁসি চাই ডাইরেক ফাঁসি ওর কোন নিস্তার নাই,2
সঠিক তথ্য অনুযায়ী ন্যায় বিচার চাই,0
ছাত্রলীগের সন্ত্রাসীদের দমন না করলে দেশ রসাতলে যাবে?,1
আল্লাহ তুমি এ দেশের মুসুলমানদের রক্ষা করো,0
সবগুলোর ফাঁসির দাবি জানাচ্ছি,2
ছাগলের মতো কথা বলেন কেনো মিয়াওসি গিয়া কোরান শরিফ উদ্ধার করা লাগে কেনো?ওসি কি ওইখানে ছিলো থাকলে লাইভ না কইরা আগে কোরান শরিফ উঠাইতো ডং দেখাইয়া লাইভ কইরা গিয়া উঠানের কোনো মানে আছে?আর বই রাখা আমার জানা মতে হিন্দুর্ধমে বই রাখা হয় সরস্বতির পায়ে নিচে কিন্তু সেখানে রাখলো হনুমান এর পায়ের নিচে বলদা নিজেই জানে সে কত বড় ভুল কইরা গেলো সালার র্ধম নিয়া শুরু করছে রাজনীতি তাদের জানে ইসলাম র্ধম হক বা হিন্দু কোনো র্ধম অন্য র্ধমের অবমাননা শিখাই না যারে দাংগা লাগাই তাড়া টাকা চিনে শুধু,1
"যদি কোনো হিন্দুকে নিয়ে এমন ঘটনা ঘটতো তাহলে আন্তর্জাতিক মহলের চোখের অবস্থা দেখা যেতো ? আর এখন আন্তর্জাতিক মহলের চোখের মধ্যে ময়লা পড়েছে যার কারনে দেখতে পারছে না ? এখানে মুসলিম বলে কথা,, মুসলিম জাতি সবসময় নির্যাতনের শিকার হয়েই যাবে ? কেননা সমগ্র জাতি এক হলেও আমরা মুসলিম জাতি এক হতে পারি নাই ?",1
এইসালা বকা চোদারা এক হিরোর ফটো দেখা ইয়ে বকা চোদা হিরোর ফিলিম চালাশ কেন,1
যেই কোরআন মানুষের মুক্তির জন্য আল্লাহ নিয়ামত হিসেবে আমাদেরকে দান করেছেন সেই কোরআন অবমাননাকারী এই নরপিচাশের দৃষ্টান্তমুলক শাস্তি দাবি জানাচ্ছি,2
এর বিচার আল্লাহ করবেন ইনশাআল্লাহ,0
